Date,DayOfWeek,Month,Weekend,Holiday,Emergency_Room_Cases,Scheduled_Surgeries,Trauma_Alert_Level,Blood_Type,New_Donations,Units_Used,Starting_Inventory,Ending_Inventory,Days_Supply,Shortage_Flag,Units_Used_tomorrow
2020-05-20,2,5,0,0,32.0,34.0,0,A-,3.0,19.0,0.0,0.0,0.0,1,14.0
2020-05-20,2,5,0,0,32.0,34.0,0,AB+,2.0,14.0,0.0,,0.0,1,33.0
2020-05-20,2,5,0,0,32.0,34.0,0,AB-,2.0,10.0,0.0,0.0,0.0,1,18.0
2020-05-20,2,5,0,0,32.0,34.0,0,B+,8.0,16.0,0.0,0.0,0.0,1,17.0
2020-05-20,2,5,0,0,32.0,34.0,0,B-,3.0,19.0,0.0,0.0,0.0,1,18.0
2020-05-20,2,5,0,0,32.0,34.0,0,O+,6.0,16.0,0.0,0.0,0.0,1,24.0
2020-05-20,2,5,0,0,32.0,34.0,0,O-,5.0,18.0,0.0,0.0,0.0,1,21.0
2020-05-21,3,5,0,0,48.0,31.0,0,A+,5.0,15.0,0.0,,0.0,1,11.0
2020-05-21,3,5,0,0,48.0,31.0,0,A-,6.0,14.0,0.0,0.0,0.0,1,15.0
2020-05-21,3,5,0,0,48.0,31.0,0,AB+,2.0,33.0,0.0,0.0,0.0,1,14.0
2020-05-21,3,5,0,0,48.0,31.0,0,AB-,1.0,18.0,0.0,0.0,0.0,1,13.0
2020-05-21,3,5,0,0,48.0,31.0,0,B+,1.0,17.0,0.0,0.0,0.0,1,11.0
2020-05-21,3,5,0,0,48.0,31.0,0,B-,3.0,18.0,0.0,0.0,0.0,1,14.0
2020-05-21,3,5,0,0,48.0,31.0,0,O+,7.0,24.0,0.0,0.0,0.0,1,17.0
2020-05-21,3,5,0,0,48.0,31.0,0,O-,5.0,21.0,0.0,0.0,0.0,1,16.0
2020-05-22,4,5,0,0,20.0,15.0,1,A+,5.0,11.0,0.0,0.0,0.0,1,18.0
2020-05-22,4,5,0,0,20.0,15.0,1,A-,5.0,15.0,0.0,,0.0,1,38.0
2020-05-22,4,5,0,0,20.0,15.0,1,AB+,2.0,14.0,0.0,0.0,0.0,1,33.0
2020-05-22,4,5,0,0,20.0,15.0,1,AB-,6.0,13.0,0.0,0.0,0.0,1,12.0
2020-05-22,4,5,0,0,20.0,15.0,1,B+,9.0,11.0,0.0,0.0,0.0,1,13.0
2020-05-22,4,5,0,0,20.0,15.0,1,B-,6.0,,0.0,0.0,0.0,1,12.0
2020-05-22,4,5,0,0,20.0,15.0,1,O+,6.0,17.0,0.0,0.0,0.0,1,28.0
2020-05-22,4,5,0,0,20.0,15.0,1,O-,9.0,16.0,0.0,0.0,0.0,1,17.0
2020-05-23,5,5,1,0,56.0,4.0,1,A+,0.0,18.0,0.0,0.0,0.0,1,11.0
2020-05-23,5,5,1,0,56.0,4.0,1,A-,4.0,38.0,0.0,0.0,0.0,1,35.0
2020-05-23,5,5,1,0,56.0,4.0,1,AB+,1.0,33.0,0.0,0.0,0.0,1,8.0
2020-05-23,5,5,1,0,56.0,4.0,1,AB-,9.0,12.0,0.0,0.0,0.0,1,13.0
2020-05-23,5,5,1,0,56.0,4.0,1,B+,6.0,13.0,0.0,0.0,0.0,1,15.0
2020-05-23,5,5,1,0,56.0,4.0,1,B-,8.0,12.0,0.0,0.0,0.0,1,13.0
2020-05-23,5,5,1,0,56.0,4.0,1,O+,1.0,28.0,0.0,0.0,0.0,1,14.0
2020-05-23,5,5,1,0,56.0,4.0,1,O-,2.0,17.0,0.0,0.0,0.0,1,12.0
2020-05-24,6,5,1,0,55.0,0.0,0,A+,6.0,11.0,0.0,0.0,0.0,1,13.0
2020-05-24,6,5,1,0,55.0,0.0,0,A-,2.0,35.0,0.0,0.0,0.0,1,20.0
2020-05-24,6,5,1,0,55.0,0.0,0,AB+,3.0,8.0,0.0,0.0,0.0,1,16.0
2020-05-24,6,5,1,0,55.0,0.0,0,AB-,3.0,13.0,0.0,0.0,0.0,1,17.0
2020-05-24,6,5,1,0,55.0,0.0,0,B+,3.0,15.0,0.0,0.0,0.0,1,14.0
2020-05-24,6,5,1,0,55.0,0.0,0,B-,4.0,,0.0,0.0,0.0,1,10.0
2020-05-24,6,5,1,0,55.0,0.0,0,O+,4.0,14.0,0.0,0.0,0.0,1,14.0
2020-05-24,6,5,1,0,55.0,0.0,0,O-,3.0,12.0,0.0,0.0,,1,15.0
2020-05-25,0,5,0,0,46.0,16.0,0,A+,9.0,13.0,,0.0,0.0,1,18.0
2020-05-25,0,5,0,0,46.0,16.0,0,A-,7.0,20.0,0.0,0.0,0.0,1,15.0
2020-05-25,0,5,0,0,,16.0,0,AB+,3.0,16.0,0.0,0.0,0.0,1,14.0
2020-05-25,0,5,0,0,46.0,16.0,0,AB-,6.0,17.0,0.0,0.0,0.0,1,13.0
2020-05-25,0,5,0,0,46.0,16.0,0,B+,6.0,14.0,0.0,0.0,0.0,1,14.0
2020-05-25,0,5,0,0,46.0,16.0,0,B-,1.0,10.0,0.0,0.0,0.0,1,21.0
2020-05-25,0,5,0,0,,16.0,0,O+,9.0,14.0,0.0,0.0,0.0,1,16.0
2020-05-25,0,5,0,0,46.0,16.0,0,O-,6.0,15.0,0.0,0.0,0.0,1,22.0
2020-05-26,1,5,0,0,23.0,34.0,0,A+,8.0,18.0,0.0,0.0,0.0,1,15.0
2020-05-26,1,5,0,0,23.0,34.0,0,A-,3.0,15.0,0.0,0.0,0.0,1,20.0
2020-05-26,1,5,0,0,23.0,34.0,0,AB+,6.0,14.0,0.0,0.0,0.0,1,15.0
2020-05-26,1,5,0,0,23.0,34.0,0,AB-,6.0,13.0,0.0,0.0,,1,21.0
2020-05-26,1,5,0,0,23.0,34.0,0,B+,5.0,14.0,0.0,,0.0,1,14.0
2020-05-26,1,5,0,0,23.0,34.0,0,B-,7.0,21.0,0.0,0.0,0.0,1,13.0
2020-05-26,1,5,0,0,23.0,34.0,0,O+,3.0,16.0,0.0,0.0,0.0,1,21.0
2020-05-26,1,5,0,0,23.0,34.0,0,O-,10.0,22.0,,0.0,0.0,1,21.0
2020-05-27,2,5,0,0,20.0,24.0,1,A+,4.0,15.0,0.0,0.0,0.0,1,16.0
2020-05-27,2,5,0,0,20.0,24.0,1,A-,6.0,20.0,0.0,0.0,0.0,1,14.0
2020-05-27,2,5,0,0,20.0,24.0,1,AB+,3.0,15.0,0.0,0.0,0.0,1,12.0
2020-05-27,2,5,0,0,20.0,24.0,1,AB-,5.0,21.0,0.0,0.0,,1,15.0
2020-05-27,2,5,0,0,20.0,24.0,1,B+,7.0,14.0,0.0,0.0,0.0,1,12.0
2020-05-27,2,5,0,0,20.0,24.0,1,B-,3.0,13.0,0.0,0.0,0.0,1,19.0
2020-05-27,2,5,0,0,20.0,24.0,1,O+,3.0,21.0,0.0,0.0,0.0,1,17.0
2020-05-27,2,5,0,0,20.0,24.0,1,O-,6.0,21.0,0.0,0.0,0.0,1,12.0
2020-05-28,3,5,0,0,48.0,17.0,0,A+,2.0,16.0,0.0,0.0,,1,22.0
2020-05-28,3,5,0,0,48.0,17.0,0,A-,6.0,,0.0,0.0,0.0,1,21.0
2020-05-28,3,5,0,0,48.0,17.0,0,AB+,3.0,12.0,,0.0,0.0,1,14.0
2020-05-28,3,5,0,0,48.0,17.0,0,AB-,7.0,15.0,0.0,0.0,0.0,1,17.0
2020-05-28,3,5,0,0,48.0,17.0,0,B+,4.0,12.0,0.0,0.0,0.0,1,19.0
2020-05-28,3,5,0,0,48.0,17.0,0,B-,1.0,19.0,0.0,0.0,0.0,1,24.0
2020-05-28,3,5,0,0,48.0,17.0,0,O+,3.0,17.0,0.0,0.0,0.0,1,17.0
2020-05-28,3,5,0,0,48.0,17.0,0,O-,6.0,12.0,0.0,0.0,0.0,1,18.0
2020-05-29,4,5,0,0,41.0,20.0,1,A+,0.0,22.0,0.0,0.0,,1,13.0
2020-05-29,4,5,0,0,41.0,,1,A-,3.0,21.0,0.0,0.0,0.0,1,11.0
2020-05-29,4,5,0,0,41.0,20.0,1,AB+,3.0,14.0,0.0,0.0,0.0,1,15.0
2020-05-29,4,5,0,0,41.0,20.0,1,AB-,4.0,17.0,0.0,0.0,0.0,1,17.0
2020-05-29,4,5,0,0,41.0,20.0,1,B+,3.0,19.0,0.0,0.0,0.0,1,12.0
2020-05-29,4,5,0,0,41.0,20.0,1,B-,,24.0,0.0,,0.0,1,16.0
2020-05-29,4,5,0,0,,20.0,1,O+,6.0,17.0,0.0,0.0,0.0,1,33.0
2020-05-29,4,5,0,0,41.0,20.0,1,O-,4.0,18.0,0.0,0.0,0.0,1,13.0
2020-05-30,5,5,1,0,69.0,2.0,0,A+,5.0,13.0,0.0,0.0,0.0,1,14.0
2020-05-30,5,5,1,0,69.0,2.0,0,A-,0.0,11.0,0.0,0.0,0.0,1,12.0
2020-05-30,5,5,1,0,69.0,2.0,0,AB+,2.0,15.0,0.0,0.0,0.0,1,12.0
2020-05-30,5,5,1,0,69.0,2.0,0,AB-,3.0,17.0,0.0,0.0,0.0,1,15.0
2020-05-30,5,5,1,0,69.0,2.0,0,B+,4.0,12.0,0.0,0.0,0.0,1,40.0
2020-05-30,5,5,1,0,69.0,2.0,0,B-,8.0,16.0,0.0,0.0,0.0,1,11.0
2020-05-30,5,5,1,0,69.0,2.0,0,O+,1.0,33.0,0.0,0.0,0.0,1,17.0
2020-05-30,5,5,1,0,69.0,2.0,0,O-,3.0,13.0,0.0,0.0,0.0,1,17.0
2020-05-31,6,5,1,0,63.0,3.0,0,A+,6.0,14.0,0.0,0.0,0.0,1,21.0
2020-05-31,6,5,1,0,63.0,3.0,0,A-,7.0,12.0,0.0,0.0,0.0,1,19.0
2020-05-31,6,5,1,0,63.0,3.0,0,AB+,3.0,12.0,0.0,0.0,0.0,1,19.0
2020-05-31,6,5,1,0,63.0,3.0,0,AB-,4.0,15.0,,0.0,0.0,1,23.0
2020-05-31,6,5,1,0,63.0,3.0,0,B+,5.0,40.0,0.0,0.0,0.0,1,27.0
2020-05-31,6,5,1,0,63.0,3.0,0,B-,1.0,11.0,0.0,0.0,0.0,1,25.0
2020-05-31,6,5,1,0,63.0,3.0,0,O+,4.0,17.0,0.0,0.0,0.0,1,36.0
2020-05-31,6,5,1,0,63.0,3.0,0,O-,,17.0,0.0,0.0,0.0,1,21.0
2020-06-01,0,6,0,0,40.0,37.0,0,A+,3.0,21.0,0.0,0.0,0.0,1,16.0
2020-06-01,0,6,0,0,40.0,37.0,0,A-,9.0,19.0,0.0,0.0,0.0,1,32.0
2020-06-01,0,6,0,0,40.0,37.0,0,AB+,5.0,19.0,0.0,0.0,0.0,1,15.0
2020-06-01,0,6,0,0,40.0,37.0,0,AB-,8.0,23.0,0.0,0.0,0.0,1,18.0
2020-06-01,0,6,0,0,40.0,,0,B+,11.0,27.0,0.0,0.0,0.0,1,12.0
2020-06-01,0,6,0,0,40.0,37.0,0,B-,10.0,25.0,0.0,0.0,0.0,1,13.0
2020-06-01,0,6,0,0,40.0,37.0,0,O+,6.0,36.0,0.0,0.0,0.0,1,25.0
2020-06-01,0,6,0,0,40.0,37.0,0,O-,3.0,21.0,0.0,0.0,0.0,1,24.0
2020-06-02,1,6,0,0,41.0,20.0,0,A+,3.0,16.0,0.0,0.0,0.0,1,16.0
2020-06-02,1,6,0,0,41.0,20.0,0,A-,4.0,32.0,0.0,0.0,0.0,1,35.0
2020-06-02,1,6,0,0,41.0,20.0,0,AB+,8.0,15.0,0.0,0.0,0.0,1,11.0
2020-06-02,1,6,0,0,41.0,20.0,0,AB-,,18.0,0.0,0.0,0.0,1,9.0
2020-06-02,1,6,0,0,41.0,20.0,0,B+,7.0,12.0,0.0,0.0,0.0,1,22.0
2020-06-02,1,6,0,0,41.0,20.0,0,B-,7.0,13.0,0.0,0.0,0.0,1,15.0
2020-06-02,1,6,0,0,41.0,20.0,0,O+,8.0,25.0,0.0,0.0,0.0,1,13.0
2020-06-02,1,6,0,0,41.0,20.0,0,O-,6.0,24.0,0.0,0.0,0.0,1,15.0
2020-06-03,2,6,0,0,28.0,18.0,1,A+,12.0,16.0,0.0,,0.0,1,17.0
2020-06-03,2,6,0,0,28.0,18.0,1,A-,4.0,35.0,0.0,0.0,0.0,1,15.0
2020-06-03,2,6,0,0,28.0,18.0,1,AB+,7.0,11.0,0.0,0.0,0.0,1,17.0
2020-06-03,2,6,0,0,28.0,18.0,1,AB-,4.0,9.0,0.0,0.0,0.0,1,13.0
2020-06-03,2,6,0,0,28.0,18.0,1,B+,6.0,22.0,0.0,,0.0,1,19.0
2020-06-03,2,6,0,0,28.0,18.0,1,B-,8.0,15.0,0.0,0.0,0.0,1,12.0
2020-06-03,2,6,0,0,28.0,18.0,1,O+,5.0,13.0,0.0,0.0,0.0,1,30.0
2020-06-03,2,6,0,0,28.0,18.0,1,O-,4.0,15.0,0.0,0.0,0.0,1,23.0
2020-06-04,3,6,0,0,36.0,28.0,1,A+,5.0,17.0,0.0,0.0,0.0,1,12.0
2020-06-04,3,6,0,0,36.0,28.0,1,A-,7.0,15.0,0.0,0.0,0.0,1,9.0
2020-06-04,3,6,0,0,36.0,28.0,1,AB+,9.0,17.0,0.0,0.0,0.0,1,13.0
2020-06-04,3,6,0,0,36.0,,1,AB-,9.0,13.0,0.0,0.0,0.0,1,16.0
2020-06-04,3,6,0,0,36.0,28.0,1,B+,5.0,19.0,0.0,0.0,0.0,1,12.0
2020-06-04,3,6,0,0,36.0,28.0,1,B-,6.0,12.0,0.0,0.0,0.0,1,29.0
2020-06-04,3,6,0,0,36.0,28.0,1,O+,5.0,30.0,0.0,0.0,0.0,1,13.0
2020-06-04,3,6,0,0,36.0,28.0,1,O-,6.0,23.0,0.0,0.0,0.0,1,18.0
2020-06-05,4,6,0,0,,29.0,0,A+,3.0,12.0,0.0,0.0,0.0,1,17.0
2020-06-05,4,6,0,0,21.0,29.0,0,A-,8.0,9.0,0.0,0.0,0.0,1,32.0
2020-06-05,4,6,0,0,21.0,29.0,0,AB+,3.0,13.0,0.0,0.0,0.0,1,13.0
2020-06-05,4,6,0,0,21.0,29.0,0,AB-,7.0,16.0,0.0,0.0,0.0,1,13.0
2020-06-05,4,6,0,0,21.0,29.0,0,B+,4.0,12.0,0.0,0.0,0.0,1,13.0
2020-06-05,4,6,0,0,21.0,29.0,0,B-,5.0,29.0,0.0,0.0,0.0,1,11.0
2020-06-05,4,6,0,0,21.0,29.0,0,O+,5.0,13.0,0.0,0.0,,1,13.0
2020-06-05,4,6,0,0,21.0,29.0,0,O-,3.0,18.0,0.0,0.0,0.0,1,12.0
2020-06-06,5,6,1,0,58.0,2.0,0,A+,6.0,17.0,0.0,0.0,0.0,1,34.0
2020-06-06,5,6,1,0,58.0,2.0,0,A-,,32.0,0.0,0.0,0.0,1,11.0
2020-06-06,5,6,1,0,58.0,2.0,0,AB+,3.0,13.0,0.0,0.0,0.0,1,16.0
2020-06-06,5,6,1,0,58.0,2.0,0,AB-,,13.0,0.0,0.0,0.0,1,11.0
2020-06-06,5,6,1,0,,2.0,0,B+,2.0,13.0,0.0,0.0,,1,7.0
2020-06-06,5,6,1,0,58.0,2.0,0,B-,1.0,11.0,0.0,0.0,0.0,1,11.0
2020-06-06,5,6,1,0,58.0,2.0,0,O+,6.0,13.0,0.0,0.0,0.0,1,18.0
2020-06-06,5,6,1,0,58.0,2.0,0,O-,3.0,12.0,,0.0,0.0,1,17.0
2020-06-07,6,6,1,0,58.0,3.0,0,A+,5.0,34.0,0.0,0.0,0.0,1,17.0
2020-06-07,6,6,1,0,58.0,3.0,0,A-,4.0,11.0,0.0,0.0,0.0,1,17.0
2020-06-07,6,6,1,0,,3.0,0,AB+,7.0,16.0,0.0,0.0,0.0,1,16.0
2020-06-07,6,6,1,0,58.0,3.0,0,AB-,4.0,11.0,0.0,0.0,0.0,1,11.0
2020-06-07,6,6,1,0,58.0,3.0,0,B+,8.0,7.0,0.0,1.0,0.125,1,11.0
2020-06-07,6,6,1,0,58.0,3.0,0,B-,6.0,11.0,0.0,0.0,0.0,1,16.0
2020-06-07,6,6,1,0,58.0,3.0,0,O+,6.0,18.0,0.0,0.0,0.0,1,33.0
2020-06-07,6,6,1,0,58.0,3.0,0,O-,0.0,17.0,0.0,0.0,0.0,1,17.0
2020-06-08,0,6,0,0,33.0,23.0,0,A+,6.0,17.0,0.0,0.0,0.0,1,19.0
2020-06-08,0,6,0,0,33.0,23.0,0,A-,8.0,17.0,0.0,0.0,0.0,1,23.0
2020-06-08,0,6,0,0,33.0,23.0,0,AB+,4.0,,0.0,0.0,0.0,1,15.0
2020-06-08,0,6,0,0,33.0,23.0,0,AB-,11.0,11.0,0.0,0.0,0.0,1,22.0
2020-06-08,0,6,0,0,33.0,23.0,0,B+,9.0,11.0,1.0,0.0,0.0,1,21.0
2020-06-08,0,6,0,0,33.0,23.0,0,B-,4.0,,0.0,0.0,0.0,1,20.0
2020-06-08,0,6,0,0,33.0,23.0,0,O+,8.0,33.0,0.0,0.0,0.0,1,27.0
2020-06-08,0,6,0,0,33.0,23.0,0,O-,6.0,17.0,0.0,0.0,0.0,1,25.0
2020-06-09,1,6,0,0,49.0,32.0,2,A+,4.0,19.0,0.0,0.0,0.0,1,15.0
2020-06-09,1,6,0,0,49.0,32.0,2,A-,5.0,23.0,0.0,0.0,0.0,1,13.0
2020-06-09,1,6,0,0,49.0,32.0,2,AB+,5.0,15.0,0.0,0.0,0.0,1,10.0
2020-06-09,1,6,0,0,49.0,32.0,2,AB-,3.0,22.0,0.0,0.0,0.0,1,15.0
2020-06-09,1,6,0,0,49.0,32.0,2,B+,4.0,21.0,0.0,0.0,0.0,1,12.0
2020-06-09,1,6,0,0,49.0,32.0,2,B-,3.0,20.0,0.0,0.0,0.0,1,11.0
2020-06-09,1,6,0,0,49.0,32.0,2,O+,2.0,27.0,0.0,0.0,0.0,1,18.0
2020-06-09,1,6,0,0,49.0,32.0,2,O-,3.0,25.0,0.0,0.0,0.0,1,25.0
2020-06-10,2,6,0,0,35.0,,0,A+,6.0,15.0,0.0,0.0,0.0,1,17.0
2020-06-10,2,6,0,0,35.0,21.0,0,A-,5.0,13.0,0.0,0.0,0.0,1,17.0
2020-06-10,2,6,0,0,35.0,,0,AB+,6.0,10.0,0.0,0.0,0.0,1,16.0
2020-06-10,2,6,0,0,35.0,21.0,0,AB-,6.0,15.0,0.0,0.0,0.0,1,12.0
2020-06-10,2,6,0,0,35.0,21.0,0,B+,8.0,12.0,0.0,0.0,0.0,1,14.0
2020-06-10,2,6,0,0,,21.0,0,B-,6.0,11.0,0.0,0.0,,1,11.0
2020-06-10,2,6,0,0,35.0,21.0,0,O+,3.0,18.0,0.0,0.0,0.0,1,17.0
2020-06-10,2,6,0,0,35.0,21.0,0,O-,8.0,25.0,0.0,0.0,0.0,1,21.0
2020-06-11,3,6,0,0,36.0,25.0,0,A+,6.0,17.0,0.0,0.0,0.0,1,13.0
2020-06-11,3,6,0,0,36.0,25.0,0,A-,4.0,17.0,0.0,0.0,0.0,1,19.0
2020-06-11,3,6,0,0,36.0,25.0,0,AB+,8.0,16.0,0.0,0.0,0.0,1,17.0
2020-06-11,3,6,0,0,36.0,25.0,0,AB-,7.0,12.0,0.0,0.0,0.0,1,17.0
2020-06-11,3,6,0,0,36.0,25.0,0,B+,7.0,14.0,0.0,0.0,0.0,1,19.0
2020-06-11,3,6,0,0,36.0,25.0,0,B-,2.0,11.0,0.0,0.0,0.0,1,17.0
2020-06-11,3,6,0,0,36.0,25.0,0,O+,8.0,17.0,0.0,0.0,0.0,1,20.0
2020-06-11,3,6,0,0,36.0,25.0,0,O-,10.0,21.0,0.0,0.0,0.0,1,18.0
2020-06-12,4,6,0,0,39.0,27.0,1,A+,8.0,13.0,0.0,0.0,0.0,1,17.0
2020-06-12,4,6,0,0,39.0,27.0,1,A-,5.0,19.0,0.0,0.0,0.0,1,17.0
2020-06-12,4,6,0,0,39.0,27.0,1,AB+,3.0,17.0,0.0,0.0,0.0,1,16.0
2020-06-12,4,6,0,0,39.0,27.0,1,AB-,6.0,17.0,0.0,0.0,0.0,1,10.0
2020-06-12,4,6,0,0,39.0,27.0,1,B+,7.0,19.0,0.0,0.0,0.0,1,12.0
2020-06-12,4,6,0,0,39.0,27.0,1,B-,4.0,17.0,0.0,0.0,0.0,1,15.0
2020-06-12,4,6,0,0,39.0,27.0,1,O+,3.0,20.0,0.0,0.0,0.0,1,13.0
2020-06-12,4,6,0,0,39.0,27.0,1,O-,7.0,18.0,0.0,0.0,0.0,1,20.0
2020-06-13,5,6,1,0,66.0,,0,A+,8.0,17.0,0.0,0.0,0.0,1,14.0
2020-06-13,5,6,1,0,66.0,4.0,0,A-,3.0,17.0,0.0,0.0,0.0,1,19.0
2020-06-13,5,6,1,0,66.0,4.0,0,AB+,2.0,16.0,0.0,0.0,0.0,1,14.0
2020-06-13,5,6,1,0,66.0,4.0,0,AB-,1.0,10.0,0.0,0.0,0.0,1,16.0
2020-06-13,5,6,1,0,66.0,4.0,0,B+,7.0,12.0,0.0,0.0,0.0,1,11.0
2020-06-13,5,6,1,0,66.0,4.0,0,B-,4.0,15.0,0.0,0.0,,1,14.0
2020-06-13,5,6,1,0,66.0,4.0,0,O+,7.0,13.0,0.0,0.0,0.0,1,26.0
2020-06-13,5,6,1,0,66.0,4.0,0,O-,6.0,20.0,0.0,0.0,0.0,1,24.0
2020-06-14,6,6,1,0,58.0,1.0,1,A+,7.0,14.0,0.0,0.0,0.0,1,17.0
2020-06-14,6,6,1,0,58.0,1.0,1,A-,2.0,19.0,0.0,0.0,0.0,1,12.0
2020-06-14,6,6,1,0,58.0,1.0,1,AB+,8.0,14.0,0.0,0.0,,1,14.0
2020-06-14,6,6,1,0,58.0,1.0,1,AB-,5.0,16.0,,0.0,0.0,1,17.0
2020-06-14,6,6,1,0,58.0,1.0,1,B+,6.0,11.0,0.0,0.0,0.0,1,13.0
2020-06-14,6,6,1,0,,1.0,1,B-,5.0,14.0,,0.0,0.0,1,29.0
2020-06-14,6,6,1,0,58.0,1.0,1,O+,3.0,26.0,0.0,0.0,0.0,1,12.0
2020-06-14,6,6,1,0,58.0,1.0,1,O-,4.0,24.0,,0.0,0.0,1,19.0
2020-06-15,0,6,0,0,44.0,24.0,0,A+,6.0,17.0,0.0,0.0,0.0,1,13.0
2020-06-15,0,6,0,0,44.0,24.0,0,A-,8.0,12.0,0.0,0.0,0.0,1,40.0
2020-06-15,0,6,0,0,44.0,24.0,0,AB+,6.0,14.0,0.0,0.0,0.0,1,15.0
2020-06-15,0,6,0,0,44.0,24.0,0,AB-,6.0,17.0,0.0,0.0,0.0,1,15.0
2020-06-15,0,6,0,0,44.0,24.0,0,B+,6.0,13.0,0.0,0.0,,1,12.0
2020-06-15,0,6,0,0,44.0,24.0,0,B-,3.0,29.0,0.0,0.0,0.0,1,16.0
2020-06-15,0,6,0,0,44.0,24.0,0,O+,4.0,12.0,0.0,0.0,0.0,1,18.0
2020-06-15,0,6,0,0,44.0,24.0,0,O-,3.0,19.0,0.0,0.0,0.0,1,15.0
2020-06-16,1,6,0,0,,17.0,1,A+,4.0,13.0,0.0,0.0,0.0,1,16.0
2020-06-16,1,6,0,0,24.0,17.0,1,A-,2.0,40.0,0.0,0.0,0.0,1,18.0
2020-06-16,1,6,0,0,24.0,17.0,1,AB+,7.0,15.0,0.0,0.0,0.0,1,18.0
2020-06-16,1,6,0,0,24.0,17.0,1,AB-,6.0,15.0,0.0,0.0,0.0,1,14.0
2020-06-16,1,6,0,0,24.0,17.0,1,B+,5.0,12.0,0.0,0.0,0.0,1,16.0
2020-06-16,1,6,0,0,24.0,17.0,1,B-,9.0,16.0,0.0,0.0,0.0,1,12.0
2020-06-16,1,6,0,0,24.0,17.0,1,O+,3.0,18.0,0.0,0.0,0.0,1,16.0
2020-06-16,1,6,0,0,24.0,17.0,1,O-,3.0,15.0,0.0,0.0,,1,21.0
2020-06-17,2,6,0,0,22.0,35.0,0,A+,4.0,16.0,0.0,,0.0,1,23.0
2020-06-17,2,6,0,0,22.0,35.0,0,A-,2.0,18.0,0.0,0.0,0.0,1,18.0
2020-06-17,2,6,0,0,22.0,35.0,0,AB+,7.0,18.0,0.0,0.0,0.0,1,19.0
2020-06-17,2,6,0,0,22.0,35.0,0,AB-,4.0,14.0,0.0,0.0,0.0,1,15.0
2020-06-17,2,6,0,0,22.0,35.0,0,B+,11.0,16.0,0.0,0.0,0.0,1,14.0
2020-06-17,2,6,0,0,22.0,35.0,0,B-,4.0,12.0,0.0,0.0,0.0,1,23.0
2020-06-17,2,6,0,0,22.0,35.0,0,O+,4.0,16.0,0.0,0.0,0.0,1,19.0
2020-06-17,2,6,0,0,22.0,35.0,0,O-,9.0,21.0,0.0,0.0,0.0,1,24.0
2020-06-18,3,6,0,0,37.0,35.0,1,A+,2.0,23.0,0.0,0.0,0.0,1,15.0
2020-06-18,3,6,0,0,37.0,35.0,1,A-,6.0,18.0,0.0,0.0,0.0,1,17.0
2020-06-18,3,6,0,0,37.0,35.0,1,AB+,8.0,19.0,0.0,0.0,0.0,1,16.0
2020-06-18,3,6,0,0,37.0,35.0,1,AB-,3.0,15.0,0.0,0.0,0.0,1,19.0
2020-06-18,3,6,0,0,37.0,35.0,1,B+,7.0,14.0,0.0,0.0,0.0,1,19.0
2020-06-18,3,6,0,0,37.0,35.0,1,B-,6.0,23.0,0.0,0.0,0.0,1,17.0
2020-06-18,3,6,0,0,37.0,35.0,1,O+,9.0,19.0,0.0,0.0,0.0,1,19.0
2020-06-18,3,6,0,0,37.0,35.0,1,O-,6.0,24.0,0.0,0.0,0.0,1,22.0
2020-06-19,4,6,0,0,46.0,32.0,0,A+,5.0,15.0,,0.0,0.0,1,10.0
2020-06-19,4,6,0,0,46.0,32.0,0,A-,,17.0,0.0,0.0,0.0,1,14.0
2020-06-19,4,6,0,0,46.0,32.0,0,AB+,7.0,16.0,0.0,0.0,0.0,1,12.0
2020-06-19,4,6,0,0,46.0,32.0,0,AB-,4.0,19.0,0.0,0.0,0.0,1,12.0
2020-06-19,4,6,0,0,46.0,32.0,0,B+,4.0,19.0,0.0,0.0,0.0,1,11.0
2020-06-19,4,6,0,0,46.0,32.0,0,B-,2.0,17.0,0.0,0.0,0.0,1,13.0
2020-06-19,4,6,0,0,46.0,32.0,0,O+,8.0,19.0,0.0,0.0,0.0,1,20.0
2020-06-19,4,6,0,0,46.0,32.0,0,O-,,22.0,0.0,0.0,0.0,1,17.0
2020-06-20,5,6,1,0,60.0,4.0,0,A+,9.0,10.0,,0.0,0.0,1,12.0
2020-06-20,5,6,1,0,60.0,4.0,0,A-,1.0,14.0,0.0,0.0,0.0,1,15.0
2020-06-20,5,6,1,0,60.0,4.0,0,AB+,3.0,12.0,0.0,0.0,0.0,1,12.0
2020-06-20,5,6,1,0,60.0,4.0,0,AB-,1.0,12.0,0.0,0.0,0.0,1,16.0
2020-06-20,5,6,1,0,60.0,4.0,0,B+,5.0,11.0,0.0,0.0,0.0,1,15.0
2020-06-20,5,6,1,0,60.0,4.0,0,B-,5.0,13.0,0.0,0.0,0.0,1,10.0
2020-06-20,5,6,1,0,60.0,4.0,0,O+,9.0,20.0,0.0,0.0,0.0,1,13.0
2020-06-20,5,6,1,0,60.0,4.0,0,O-,3.0,17.0,0.0,0.0,0.0,1,15.0
2020-06-21,6,6,1,0,43.0,1.0,1,A+,4.0,12.0,0.0,0.0,0.0,1,14.0
2020-06-21,6,6,1,0,43.0,1.0,1,A-,2.0,15.0,0.0,0.0,0.0,1,18.0
2020-06-21,6,6,1,0,43.0,1.0,1,AB+,7.0,12.0,0.0,0.0,0.0,1,12.0
